didok85;Name;URL;geopos;lod;Linie;Linienname;Betriebspunkt
8518729.0;Konstanz Grenze (Abzw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G761.pdf;47.6411934953, 9.17396510841;http://lod.opentransportdata.swiss/didok/8518729;761.0;Wil - Weinfelden - Kreuzlingen - Konstanz;KOGA
8506137.0;Mammern;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G771.pdf;47.6426095404, 8.92015367706;http://lod.opentransportdata.swiss/didok/8506137;771.0;Schaffhausen - Kreuzlingen - Romanshorn - Rorschach;MAM
8506118.0;Triboltingen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G771.pdf;47.6575201556, 9.09299563233;http://lod.opentransportdata.swiss/didok/8506118;771.0;Schaffhausen - Kreuzlingen - Romanshorn - Rorschach;TRIB
8506126.0;Münsterlingen-Scherzingen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G771.pdf;47.6268327234, 9.23681841416;http://lod.opentransportdata.swiss/didok/8506126;771.0;Schaffhausen - Kreuzlingen - Romanshorn - Rorschach;MSCH
8506119.0;Kurzrickenbach Seepark;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G772.pdf;47.6411934953, 9.17396510841;http://lod.opentransportdata.swiss/didok/8506119;772.0;Konstanz - Romanshorn - Rorschach - St. Margrethen;KURZ
8506125.0;Altnau;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G772.pdf;47.6087337156, 9.26252171108;http://lod.opentransportdata.swiss/didok/8506125;772.0;Konstanz - Romanshorn - Rorschach - St. Margrethen;ALN
8506309.0;Egnach;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G772.pdf;47.5302990362, 9.36655115139;http://lod.opentransportdata.swiss/didok/8506309;772.0;Konstanz - Romanshorn - Rorschach - St. Margrethen;EGN
8519027.0;Rorschach GB;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G772.pdf;47.4679473922, 9.50567361983;http://lod.opentransportdata.swiss/didok/8519027;772.0;Konstanz - Romanshorn - Rorschach - St. Margrethen;RSGB
8506314.0;St. Margrethen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G772.pdf;47.4546344119, 9.62729136196;http://lod.opentransportdata.swiss/didok/8506314;772.0;Konstanz - Romanshorn - Rorschach - St. Margrethen;SMG
8518722.0;Rapperswil West;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G781.pdf;;http://lod.opentransportdata.swiss/didok/8518722;781.0;Rapperswil - Pfäffikon SZ - Biberbrugg - Arth-Goldau;RWWE
8503295.0;Wilen bei Wollerau;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G781.pdf;47.2025642434, 8.77428123325;http://lod.opentransportdata.swiss/didok/8503295;781.0;Rapperswil - Pfäffikon SZ - Biberbrugg - Arth-Goldau;WILN
8503288.0;Wollerau;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G781.pdf;47.18976565, 8.70371190767;http://lod.opentransportdata.swiss/didok/8503288;781.0;Rapperswil - Pfäffikon SZ - Biberbrugg - Arth-Goldau;WOL
8503284.0;Biberbrugg;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G781.pdf;47.1760699311, 8.73259227765;http://lod.opentransportdata.swiss/didok/8503284;781.0;Rapperswil - Pfäffikon SZ - Biberbrugg - Arth-Goldau;BIB
8503282.0;Rothenthurm;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G781.pdf;47.0999342747, 8.68392461677;http://lod.opentransportdata.swiss/didok/8503282;781.0;Rapperswil - Pfäffikon SZ - Biberbrugg - Arth-Goldau;RTT
8503297.0;Eidg. Magazine;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G781.pdf;47.0585475913, 8.52866344285;http://lod.opentransportdata.swiss/didok/8503297;781.0;Rapperswil - Pfäffikon SZ - Biberbrugg - Arth-Goldau;MAGZ
8505004.0;Arth-Goldau;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G781.pdf;47.0585475913, 8.52866344285;http://lod.opentransportdata.swiss/didok/8505004;781.0;Rapperswil - Pfäffikon SZ - Biberbrugg - Arth-Goldau;GD
8503287.0;Burghalden;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G782.pdf;47.2021071637, 8.68781462762;http://lod.opentransportdata.swiss/didok/8503287;782.0;Wädenswil - Einsiedeln;BGH
8503293.0;Grüenfeld;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G782.pdf;47.2021071637, 8.68781462762;http://lod.opentransportdata.swiss/didok/8503293;782.0;Wädenswil - Einsiedeln;GRF
8503286.0;Samstagern;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G782.pdf;47.2021071637, 8.68781462762;http://lod.opentransportdata.swiss/didok/8503286;782.0;Wädenswil - Einsiedeln;SAM
8503296.0;Neuberg;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G782.pdf;47.1193016568, 8.78102885932;http://lod.opentransportdata.swiss/didok/8503296;782.0;Wädenswil - Einsiedeln;NBG
8503113.0;Blumenau;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G791.pdf;47.2300252153, 8.85584994139;http://lod.opentransportdata.swiss/didok/8503113;791.0;Rapperswil - Wattwil - St.Gallen - Romanshorn;BLU
8503114.0;Bollingen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G791.pdf;47.2300252153, 8.85584994139;http://lod.opentransportdata.swiss/didok/8503114;791.0;Rapperswil - Wattwil - St.Gallen - Romanshorn;BOL
8506393.0;Wittenbach;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G791.pdf;47.4670782127, 9.3814388941;http://lod.opentransportdata.swiss/didok/8506393;791.0;Rapperswil - Wattwil - St.Gallen - Romanshorn;WIT
8519120.0;Roggwil-Berg Süd;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G791.pdf;47.5033276564, 9.39347116159;http://lod.opentransportdata.swiss/didok/8519120;791.0;Rapperswil - Wattwil - St.Gallen - Romanshorn;ROBS
8506394.0;Roggwil-Berg;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G791.pdf;47.5033276564, 9.39347116159;http://lod.opentransportdata.swiss/didok/8506394;791.0;Rapperswil - Wattwil - St.Gallen - Romanshorn;ROBG
8501012.0;Creux-de-Genthod;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G101.pdf;46.2648450406, 6.16253985782;http://lod.opentransportdata.swiss/didok/8501012;101.0;La Plaine - Genève - Coppet;CRGD
8501023.0;Coppet;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G101.pdf;46.3225904898, 6.18981504312;http://lod.opentransportdata.swiss/didok/8501023;101.0;La Plaine - Genève - Coppet;COP
8501002.0;Russin;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G102.pdf;46.1951127492, 6.01469568991;http://lod.opentransportdata.swiss/didok/8501002;102.0;La Plaine - Genève La Praille;RUS
8501028.0;Furet (bif);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G102.pdf;46.2083180994, 6.14449245312;http://lod.opentransportdata.swiss/didok/8501028;102.0;La Plaine - Genève La Praille;FUBI
8501027.0;Châtelaine (bif);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G111.pdf;46.2119780617, 6.09537645209;http://lod.opentransportdata.swiss/didok/8501027;111.0;Genève-Aéroport - Genève - Nyon;CHNE
8501039.0;St-Jean (bif);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G111.pdf;46.2083180994, 6.14449245312;http://lod.opentransportdata.swiss/didok/8501039;111.0;Genève-Aéroport - Genève - Nyon;SJ
8501018.0;Vengeron (diag);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G111.pdf;46.2387089332, 6.15157918495;http://lod.opentransportdata.swiss/didok/8501018;111.0;Genève-Aéroport - Genève - Nyon;VEN
8501022.0;Versoix;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G111.pdf;46.2891576759, 6.15715347601;http://lod.opentransportdata.swiss/didok/8501022;111.0;Genève-Aéroport - Genève - Nyon;VSX
8501041.0;Jonction (Genève);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G112.pdf;46.2083180994, 6.14449245312;http://lod.opentransportdata.swiss/didok/8501041;112.0;Genève La Praille - Genève - Nyon;JON
8516283.0;Genève-Sécheron;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G112.pdf;46.2083180994, 6.14449245312;http://lod.opentransportdata.swiss/didok/8516283;112.0;Genève La Praille - Genève - Nyon;GESE
8501014.0;Mies;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G112.pdf;46.3052374679, 6.16150480674;http://lod.opentransportdata.swiss/didok/8501014;112.0;Genève La Praille - Genève - Nyon;MIES
8501017.0;Crans;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G112.pdf;46.3655815333, 6.2060656627;http://lod.opentransportdata.swiss/didok/8501017;112.0;Genève La Praille - Genève - Nyon;CRA
8501032.0;Gilly-Bursinel;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G113.pdf;46.4422412907, 6.30965182711;http://lod.opentransportdata.swiss/didok/8501032;113.0;Nyon - Lausanne;GIBU
8501035.0;Allaman;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G113.pdf;46.4713156783, 6.39467803859;http://lod.opentransportdata.swiss/didok/8501035;113.0;Nyon - Lausanne;ALL
8501042.0;Etoy;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G113.pdf;46.4854242945, 6.42253607894;http://lod.opentransportdata.swiss/didok/8501042;113.0;Nyon - Lausanne;ETOY
8515337.0;Lonay B (bif);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G113.pdf;46.5311465557, 6.51781817443;http://lod.opentransportdata.swiss/didok/8515337;113.0;Nyon - Lausanne;LONB
8503147.0;Stettbach;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G661.pdf;47.391896768, 8.61833927789;http://lod.opentransportdata.swiss/didok/8503147;661.0;Zürich - Stettbach - Effretikon - Pfäffikon ZH - Hinwil;STET
8503306.0;Dietlikon;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G661.pdf;47.4253328385, 8.61644508791;http://lod.opentransportdata.swiss/didok/8503306;661.0;Zürich - Stettbach - Effretikon - Pfäffikon ZH - Hinwil;DTL
8503305.0;Effretikon;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G661.pdf;47.4311656558, 8.72474332664;http://lod.opentransportdata.swiss/didok/8503305;661.0;Zürich - Stettbach - Effretikon - Pfäffikon ZH - Hinwil;EF
8503301.0;Pfäffikon ZH;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G661.pdf;47.367786216, 8.79490964365;http://lod.opentransportdata.swiss/didok/8503301;661.0;Zürich - Stettbach - Effretikon - Pfäffikon ZH - Hinwil;PFZ
8515178.0;Tössmühle;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G701.pdf;47.4981247953, 8.73533711725;http://lod.opentransportdata.swiss/didok/8515178;701.0;Zürich - Zürich Wipkingen - Wallisellen - Winterthur;TOEM
8503000.0;Zürich HB;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G702.pdf;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503000;702.0;Zürich - Zürich Wipkingen - Zürich Flughafen - Winterthur;ZUE
8518927.0;Zürich Birchsteg (Abzw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G702.pdf;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8518927;702.0;Zürich - Zürich Wipkingen - Zürich Flughafen - Winterthur;ZBST
8503006.0;Zürich Oerlikon;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G702.pdf;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503006;702.0;Zürich - Zürich Wipkingen - Zürich Flughafen - Winterthur;ZOER
8503016.0;Zürich Flughafen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G702.pdf;47.4593949887, 8.58640476384;http://lod.opentransportdata.swiss/didok/8503016;702.0;Zürich - Zürich Wipkingen - Zürich Flughafen - Winterthur;ZFH
8515178.0;Tössmühle;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G702.pdf;47.4981247953, 8.73533711725;http://lod.opentransportdata.swiss/didok/8515178;702.0;Zürich - Zürich Wipkingen - Zürich Flughafen - Winterthur;TOEM
8503047.0;Zürich Langstrasse;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G703.pdf;47.3827805142, 8.53249635497;http://lod.opentransportdata.swiss/didok/8503047;703.0;Zürich - Zürich Hardbrücke - Kloten - Winterthur;ZLST
8503337.0;Dorfnest (Abzw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G703.pdf;47.4417546422, 8.63158482861;http://lod.opentransportdata.swiss/didok/8503337;703.0;Zürich - Zürich Hardbrücke - Kloten - Winterthur;DORF
8503305.0;Effretikon;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G703.pdf;47.4311656558, 8.72474332664;http://lod.opentransportdata.swiss/didok/8503305;703.0;Zürich - Zürich Hardbrücke - Kloten - Winterthur;EF
8506013.0;Aadorf;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G711.pdf;47.4945274405, 8.91136492557;http://lod.opentransportdata.swiss/didok/8506013;711.0;Winterthur - Wil - St. Gallen;AD
8506210.0;Gossau SG;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G711.pdf;47.4223675637, 9.25488683135;http://lod.opentransportdata.swiss/didok/8506210;711.0;Winterthur - Wil - St. Gallen;GSS
8506302.0;St. Gallen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G721.pdf;47.4234963687, 9.37681682238;http://lod.opentransportdata.swiss/didok/8506302;721.0;St. Gallen - Rorschach -Buchs SG - Sargans;SG
8506303.0;St. Gallen St. Fiden;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G721.pdf;47.4234963687, 9.37681682238;http://lod.opentransportdata.swiss/didok/8506303;721.0;St. Gallen - Rorschach -Buchs SG - Sargans;SGF
8506316.0;Au SG;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G721.pdf;47.4276454168, 9.63818879646;http://lod.opentransportdata.swiss/didok/8506316;721.0;St. Gallen - Rorschach -Buchs SG - Sargans;AUSG
8506318.0;Rebstein-Marbach;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G721.pdf;47.3877297072, 9.58046314945;http://lod.opentransportdata.swiss/didok/8506318;721.0;St. Gallen - Rorschach -Buchs SG - Sargans;REB
8509401.0;Rüthi SG;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G721.pdf;47.2963164389, 9.53496299191;http://lod.opentransportdata.swiss/didok/8509401;721.0;St. Gallen - Rorschach -Buchs SG - Sargans;RTH
8509407.0;Weite;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G721.pdf;47.0942306623, 9.45653018818;http://lod.opentransportdata.swiss/didok/8509407;721.0;St. Gallen - Rorschach -Buchs SG - Sargans;WEI
8509408.0;Trübbach;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G721.pdf;47.0942306623, 9.45653018818;http://lod.opentransportdata.swiss/didok/8509408;721.0;St. Gallen - Rorschach -Buchs SG - Sargans;TRUE
8506000.0;Winterthur;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G731.pdf;47.4981247953, 8.73533711725;http://lod.opentransportdata.swiss/didok/8506000;731.0;Winterthur - Andelfingen - Schaffhausen GB;W
8506034.0;Lantig (Agl);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G731.pdf;47.4981247953, 8.73533711725;http://lod.opentransportdata.swiss/didok/8506034;731.0;Winterthur - Andelfingen - Schaffhausen GB;LANT
8519036.0;Marthalen Nord;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G731.pdf;47.6195855478, 8.63935315134;http://lod.opentransportdata.swiss/didok/8519036;731.0;Winterthur - Andelfingen - Schaffhausen GB;MTLN
8517279.0;Schaffhausen Süd;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G731.pdf;47.722778094, 8.62587833047;http://lod.opentransportdata.swiss/didok/8517279;731.0;Winterthur - Andelfingen - Schaffhausen GB;SHSU
8506023.0;Ossingen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G732.pdf;47.6142233056, 8.7222709596;http://lod.opentransportdata.swiss/didok/8506023;732.0;Winterthur - Etzwilen - Stein am Rhein;OSS
8515176.0;Schwalmenacker (Spw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G741.pdf;47.4981247953, 8.73533711725;http://lod.opentransportdata.swiss/didok/8515176;741.0;Winterthur - Weinfelden - Romanshorn;SCAL
8506016.0;Oberwinterthur;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G741.pdf;47.4981247953, 8.73533711725;http://lod.opentransportdata.swiss/didok/8506016;741.0;Winterthur - Weinfelden - Romanshorn;OWT
8506102.0;Hüttlingen-Mettendorf;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G741.pdf;47.5781976647, 8.98571595685;http://lod.opentransportdata.swiss/didok/8506102;741.0;Winterthur - Weinfelden - Romanshorn;HM
8506108.0;Oberaach;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G741.pdf;47.5441632871, 9.28837002301;http://lod.opentransportdata.swiss/didok/8506108;741.0;Winterthur - Weinfelden - Romanshorn;OA
8506109.0;Amriswil;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G741.pdf;47.5441632871, 9.28837002301;http://lod.opentransportdata.swiss/didok/8506109;741.0;Winterthur - Weinfelden - Romanshorn;AW
8506106.0;Bürglen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G742.pdf;47.5521705894, 9.16115827771;http://lod.opentransportdata.swiss/didok/8506106;742.0;Weinfelden - Sulgen - Gossau SG - St. Gallen;BGL
8506213.0;Bischofszell Stadt;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G742.pdf;47.4970335495, 9.21705998696;http://lod.opentransportdata.swiss/didok/8506213;742.0;Weinfelden - Sulgen - Gossau SG - St. Gallen;BZS
8518720.0;Rapperswil Ost;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G751.pdf;47.2300252153, 8.85584994139;http://lod.opentransportdata.swiss/didok/8518720;751.0;Rapperswil - Uznach - Ziegelbrücke - Linthal;RWOS
8503113.0;Blumenau;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G751.pdf;47.2300252153, 8.85584994139;http://lod.opentransportdata.swiss/didok/8503113;751.0;Rapperswil - Uznach - Ziegelbrücke - Linthal;BLU
8503119.0;Schänis;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G751.pdf;47.1740460239, 9.06796975243;http://lod.opentransportdata.swiss/didok/8503119;751.0;Rapperswil - Uznach - Ziegelbrücke - Linthal;SCAE
8503227.0;Näfels-Mollis;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G751.pdf;47.1016776074, 9.06983670873;http://lod.opentransportdata.swiss/didok/8503227;751.0;Rapperswil - Uznach - Ziegelbrücke - Linthal;NAEF
8503231.0;Ennenda;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G751.pdf;47.0321753852, 9.01317359471;http://lod.opentransportdata.swiss/didok/8503231;751.0;Rapperswil - Uznach - Ziegelbrücke - Linthal;EDA
8503233.0;Schwanden;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G751.pdf;46.9284024802, 9.07907929418;http://lod.opentransportdata.swiss/didok/8503233;751.0;Rapperswil - Uznach - Ziegelbrücke - Linthal;SCHD
8503234.0;Nidfurn-Haslen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G751.pdf;46.9284024802, 9.07907929418;http://lod.opentransportdata.swiss/didok/8503234;751.0;Rapperswil - Uznach - Ziegelbrücke - Linthal;NID
8503235.0;Leuggelbach;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G751.pdf;46.9284024802, 9.07907929418;http://lod.opentransportdata.swiss/didok/8503235;751.0;Rapperswil - Uznach - Ziegelbrücke - Linthal;LGB
8506200.0;Wattwil;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G752.pdf;47.2957263525, 9.08301773122;http://lod.opentransportdata.swiss/didok/8506200;752.0;Nesslau-Neu St. Johann - Wattwil - Wil;WA
8519121.0;Wattwil Nord;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G752.pdf;47.2957263525, 9.08301773122;http://lod.opentransportdata.swiss/didok/8519121;752.0;Nesslau-Neu St. Johann - Wattwil - Wil;WAND
8506202.0;Dietfurt;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G752.pdf;47.3619588936, 9.07999633274;http://lod.opentransportdata.swiss/didok/8506202;752.0;Nesslau-Neu St. Johann - Wattwil - Wil;DTF
8506205.0;Bazenheid;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G752.pdf;47.4095997342, 9.02715599016;http://lod.opentransportdata.swiss/didok/8506205;752.0;Nesslau-Neu St. Johann - Wattwil - Wil;BAZ
8518973.0;Wil Matt (Abzw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G752.pdf;47.4757171459, 9.05175005031;http://lod.opentransportdata.swiss/didok/8518973;752.0;Nesslau-Neu St. Johann - Wattwil - Wil;WILM
8506000.0;Winterthur;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G753.pdf;47.4981247953, 8.73533711725;http://lod.opentransportdata.swiss/didok/8506000;753.0;Winterthur - Bauma - Rüti ZH - Rapperswil;W
8515176.0;Schwalmenacker (Spw);http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G753.pdf;47.4981247953, 8.73533711725;http://lod.opentransportdata.swiss/didok/8515176;753.0;Winterthur - Bauma - Rüti ZH - Rapperswil;SCAL
8506006.0;Rämismühle-Zell;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G753.pdf;47.45226946, 8.81000523736;http://lod.opentransportdata.swiss/didok/8506006;753.0;Winterthur - Bauma - Rüti ZH - Rapperswil;RMZ
8503134.0;Bauma;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G753.pdf;47.3790000082, 8.89395937291;http://lod.opentransportdata.swiss/didok/8503134;753.0;Winterthur - Bauma - Rüti ZH - Rapperswil;BMA
8503135.0;Steg;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G753.pdf;47.3379908168, 8.94245229382;http://lod.opentransportdata.swiss/didok/8503135;753.0;Winterthur - Bauma - Rüti ZH - Rapperswil;STG
8503139.0;Tann-Dürnten;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G753.pdf;47.2770762038, 8.85498143022;http://lod.opentransportdata.swiss/didok/8503139;753.0;Winterthur - Bauma - Rüti ZH - Rapperswil;TD
8506188.0;Bronschhofen AMP;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G761.pdf;47.4757171459, 9.05175005031;http://lod.opentransportdata.swiss/didok/8506188;761.0;Wil - Weinfelden - Kreuzlingen - Konstanz;BROA
8506183.0;Tobel-Affeltrangen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G761.pdf;47.5135113432, 9.0397193701;http://lod.opentransportdata.swiss/didok/8506183;761.0;Wil - Weinfelden - Kreuzlingen - Konstanz;TOA
8506185.0;Oppikon;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G761.pdf;47.5418828939, 9.09788007483;http://lod.opentransportdata.swiss/didok/8506185;761.0;Wil - Weinfelden - Kreuzlingen - Konstanz;OPP
8506105.0;Weinfelden;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G761.pdf;47.5711776571, 9.1131758477;http://lod.opentransportdata.swiss/didok/8506105;761.0;Wil - Weinfelden - Kreuzlingen - Konstanz;WF
8506193.0;Kehlhof;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G761.pdf;47.5809109986, 9.17088320695;http://lod.opentransportdata.swiss/didok/8506193;761.0;Wil - Weinfelden - Kreuzlingen - Konstanz;KHF
;;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G761.pdf;;;761.0;Wil - Weinfelden - Kreuzlingen - Konstanz;KODB
8503424.0;Schaffhausen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G771.pdf;47.722778094, 8.62587833047;http://lod.opentransportdata.swiss/didok/8503424;771.0;Schaffhausen - Kreuzlingen - Romanshorn - Rorschach;SH
8503427.0;Schlatt;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G771.pdf;47.6685078694, 8.69997587705;http://lod.opentransportdata.swiss/didok/8503427;771.0;Schaffhausen - Kreuzlingen - Romanshorn - Rorschach;SCHT
8503429.0;Schlattingen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G771.pdf;47.661989452, 8.75478230763;http://lod.opentransportdata.swiss/didok/8503429;771.0;Schaffhausen - Kreuzlingen - Romanshorn - Rorschach;SCHN
8506139.0;Stein am Rhein;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G771.pdf;47.6675223495, 8.85938120995;http://lod.opentransportdata.swiss/didok/8506139;771.0;Schaffhausen - Kreuzlingen - Romanshorn - Rorschach;STR
8506138.0;Eschenz;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G771.pdf;47.6372317307, 8.87296115759;http://lod.opentransportdata.swiss/didok/8506138;771.0;Schaffhausen - Kreuzlingen - Romanshorn - Rorschach;EZ
8506133.0;Ermatingen;http://www.fahrplanfelder.ch/fileadmin/fap_pdf_graphic_tt/2017/G771.pdf;47.6575201556, 9.09299563233;http://lod.opentransportdata.swiss/didok/8506133;771.0;Schaffhausen - Kreuzlingen - Romanshorn - Rorschach;ERM
